"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6"
    1,      0,         10,          0,         10,   1.000000,               10,                0,                0,                0,                0,                0,                0
    1,      2,         56,          0,         56,   5.600000,                0,                0,                0,               53,                0,                0,                3
    1,     14,        277,          0,        277,   4.946429,                0,                0,                0,              261,                0,                0,               16
    1,     26,        417,          0,        417,   1.505415,                0,                0,                0,              394,                0,                0,               23
    1,     38,        972,          0,        972,   2.330935,                0,                0,                0,              914,                0,                0,               58
    1,     50,       1642,          0,       1642,   1.689300,                0,                0,                0,             1551,                0,                0,               91
    1,     62,       3548,          0,       3548,   2.160779,                0,                0,                0,             3346,                0,                0,              202
    1,     74,       6307,          0,       6307,   1.777621,                0,                0,                0,             5964,                0,                0,              343
    1,     86,      12422,          0,      12422,   1.969558,                0,                0,                0,            11715,                0,                0,              707
    1,     98,      24265,          0,      24265,   1.953389,                0,                0,                0,            22896,                0,                0,             1369
    1,    110,      46781,          0,      46781,   1.927921,                0,                0,                0,            44106,                0,                0,             2675
    1,    122,      88879,          0,      88879,   1.899895,                0,                0,                0,            83876,                0,                0,             5003
    1,    134,     171917,          0,     171917,   1.934281,                0,                0,                0,           162120,                0,                0,             9797
    1,    146,     321294,          0,     321294,   1.868890,                0,                0,                0,           303063,                0,                0,            18231
    1,    158,     633223,          0,     633223,   1.970852,                0,                0,                0,           597059,                0,                0,            36164
    1,    170,    1246699,          0,    1246699,   1.968815,                0,                0,                0,          1175599,                0,                0,            71100
    1,    182,    2399057,          0,    2399057,   1.924327,                0,                0,                0,          2261016,                0,                0,           138041
    1,    194,    4756606,          0,    4756606,   1.982698,                0,                0,                0,          4478872,                0,                0,           277734
    1,    206,    9286348,          0,    9286348,   1.952305,                0,                0,                0,          8728139,                0,                0,           558209
    1,    218,   17009967,          0,   17009967,   1.831718,                0,                0,                0,         15946794,                0,                0,          1063173
    1,    230,   29739869,          0,   29739869,   1.748379,                0,                0,                0,         27781983,                0,                0,          1957886
    1,    242,   48924045,          0,   48924045,   1.645066,                0,                0,                0,         45424577,                0,                0,          3499468
    1,    254,   73981255,          0,   73981255,   1.512166,                0,                0,                0,         67974245,                0,                0,          6007010
    1,    266,  103286023,          0,  103286023,   1.396111,                0,                0,                0,         93293762,                0,                0,          9992261
    1,    278,  131275030,          0,  131275030,   1.270985,                0,                0,                0,        116617333,                0,                0,         14657697
    1,    290,  152500544,          0,  152500544,   1.161687,                0,                0,                0,        133235131,                0,                0,         19265413
